注文ID,日付,店舗,カテゴリ,商品名,単価,数量,割引率,支払方法,担当者
ORD028221,2024-06-11,広島店,ゲーム,コントローラー,12330,4,0.0,クレジットカード,伊藤
ORD028222,2024-10-08,大阪店,スポーツ,ヨガマット,12459,4,5.0,現金,山本
ORD028223,2024-11-02,名古屋店,美容,BBクリーム,24594,2,10.0,交通系IC,鈴木
ORD028224,2024-01-19,東京店,衣類,ジャケット,14550,1,0.0,PayPay,伊藤
ORD028225,2024-02-20,名古屋店,衣類,靴下,24853,10,20.0,現金,佐藤
ORD028226,2024-03-09,大阪店,家電,キーボード,5932,9,0.0,現金,田中
ORD028227,2024-08-19,東京店,スポーツ,シューズ,15180,7,0.0,クレジットカード,田中
ORD028228,2024-01-02,名古屋店,美容,BBクリーム,4937,4,0.0,現金,伊藤
ORD028229,2024-05-22,大阪店,家電,マウス,25153,8,0.0,現金,渡辺
ORD028230,2024-04-27,オンライン,衣類,ジャケット,8125,8,5.0,現金,佐藤
ORD028231,2024-05-29,東京店,スポーツ,ダンベル,27048,5,5.0,現金,佐藤
ORD028232,2024-07-01,東京店,衣類,ジャケット,22565,1,0.0,PayPay,伊藤
ORD028233,2024-03-16,広島店,家電,イヤホン,10098,4,0.0,PayPay,田中
ORD028234,2024-11-20,名古屋店,美容,シャンプー,5326,3,0.0,クレジットカード,渡辺
ORD028235,2024年11月19日,福岡店,スポーツ,プロテイン,16843,9,0.0,現金,鈴木
ORD028236,2024-07-12,広島店,美容,シャンプー,18744,5,20.0,現金,山本
ORD028237,2024-03-23,オンライン,ゲーム,ヘッドセット,16167,1,20.0,クレジットカード,田中
ORD028238,2024-06-18,東京店,衣類,靴下,2855,3,,クレジットカード,鈴木
ORD028239,2024-08-16,東京店,食品 ,お茶,10636,2,5.0,現金,佐藤
ORD028240,2024-01-05,東京店,衣類,Tシャツ,7597,5,0.0,クレジットカード,佐藤
ORD028241,2024/11/15,福岡店,スポーツ,ダンベル,2637,5,20.0,クレジットカード,高橋
ORD028242,2024-07-12,福岡店,家電,モニター,"¥11,950",4,0.0,クレジットカード,山本
ORD028243,2024-01-05,広島店,家電,イヤホン,不明,4,,PayPay,田中
ORD028244,2024-02-12,東京店,ゲーム,ゲームソフト,16574,,10.0,交通系IC,田中
ORD028245,2024-12-22,東京店,ゲーム,ヘッドセット,9800,9,0.0,交通系IC,田中
ORD028246,2024-07-15,大阪店,食品,カップ麺,"¥11,687",,20.0,クレジットカード,伊藤
ORD028247,2024-01-29,オンライン,ゲーム,ゲームソフト,17350,2,20.0,クレジットカード,鈴木
ORD028248,2024年05月08日,名古屋店,スポーツ,ダンベル,17319,4,0.0,交通系IC,渡辺
ORD028249,2024-12-22,大阪店,美容,化粧水,9272,2,5.0,クレジットカード,田中
ORD028250,2024-09-24,オンライン,本,雑誌,14263,10,10.0,現金,伊藤
ORD028251,2024-04-06,オンライン,衣類,ジャケット,14951,5,0.0,クレジットカード,高橋
ORD028252,2024-04-13,オンライン ,美容,化粧水,21483,9,20.0,クレジットカード,山本
ORD028253,2024-08-24,オンライン,家電,イヤホン,13555,2,0.0,クレジットカード,田中
ORD028254,2024-10-28,オンライン,家電,マウス,18674,6,5.0,交通系IC,佐藤
ORD028255,2024-05-21,名古屋店,本,参考書,12312,7,20.0,クレジットカード,田中
ORD028256,2024-03-10,名古屋店,衣類,Tシャツ,29922,3,10.0,クレジットカード,伊藤
ORD028257,2024-05-21,広島店,スポーツ,ダンベル,14361,2,20.0,クレジットカード,山本
ORD028258,2024-09-05,大阪店,スポーツ,プロテイン,105,10,20.0,交通系IC,高橋
ORD028259,2024-01-20,オンライン,ゲーム,ゲームソフト,23375,2,10.0,PayPay,佐藤
ORD028260,2024-07-23,東京店,ゲーム,ゲームソフト,不明,4,20.0,PayPay,渡辺
ORD028261,2024-10-16,名古屋店,美容,シャンプー,17872,6,10.0,クレジットカード,渡辺
ORD028262,2024-12-21,広島店 ,衣類,靴下,13642,6,20.0,PayPay,佐藤
ORD028263,2024-10-04,福岡店,本,雑誌,7329,5,10.0,クレジットカード,高橋
ORD028264,2024-12-02,広島店,家電,USBメモリ,1664,8,20.0,現金,鈴木
ORD028265,2024-07-16,東京店,美容,日焼け止め,9571,4,0.0,PayPay,渡辺
ORD028266,2024-05-18,名古屋店,食品,パン,18477,3,5.0,PayPay,山本
ORD028267,2024-10-29,オンライン,食品,パン,4547,5,0.0,PayPay,佐藤
ORD028268,2024-12-17,東京店,美容,BBクリーム,15446,9,,クレジットカード,高橋
ORD028269,2024-11-01,広島店,家電,イヤホン,22804,8,10.0,交通系IC,高橋
ORD028270,2024-02-19,オンライン,本,漫画,13310,5,0.0,交通系IC,伊藤
ORD028271,2024-05-23,名古屋店,美容,日焼け止め,2925,8,10.0,現金,鈴木
ORD028272,2024-05-08,広島店 ,美容,化粧水,19368,9,0.0,交通系IC,伊藤
ORD028273,2024-04-25,名古屋店,食品,パン,25398,7,20.0,PayPay,山本
ORD028274,2024-05-18,大阪店,スポーツ,プロテイン,10800,10,0.0,交通系IC,山本
ORD028275,2024年10月23日,東京店,本,小説,21413,7,10.0,交通系IC,鈴木
ORD028276,2024-10-15,オンライン,ゲーム,ヘッドセット,11097,5,20.0,交通系IC,高橋
ORD028277,2024-04-03,オンライン,衣類,ジャケット,29680,1,20.0,クレジットカード,鈴木
ORD028278,2024-08-18,福岡店,家電,キーボード,2537,3,,クレジットカード,田中
ORD028279,2024-11-17,広島店,家電,USBメモリ,22510,6,0.0,交通系IC,佐藤
ORD028280,2024/01/14,オンライン,スポーツ,プロテイン,6075,4,0.0,クレジットカード,田中
ORD028281,2024-05-19,東京店,美容,シャンプー,"¥1,490",10,0.0,交通系IC,高橋
ORD028282,2024/02/13,東京店,衣類,靴下,14064,3,10.0,PayPay,高橋
ORD028283,2024-06-14,名古屋店,本,参考書,不明,5,0.0,交通系IC,田中
ORD028284,2024-01-03,オンライン,食品,水,9596,7,0.0,PayPay,高橋
ORD028285,2024-06-11,福岡店,ゲーム,ゲームソフト,4115,2,0.0,クレジットカード,渡辺
ORD028286,2024-07-01,広島店,ゲーム,コントローラー,3253,10,5.0,交通系IC,田中
ORD028287,2024-11-27,名古屋店,衣類,靴下,17727,1,0.0,現金,佐藤
ORD028288,2024-05-15,名古屋店,食品,おにぎり,19672,8,,交通系IC,渡辺
ORD028289,2024-09-23,東京店,本 ,小説,13251,2,10.0,現金,伊藤
ORD028290,2024-12-25,広島店,食品,カップ麺,21106,4,5.0,クレジットカード,渡辺
ORD028291,2024/01/13,名古屋店,ゲーム,コントローラー,10217,6,20.0,クレジットカード,高橋
ORD028292,2024-11-21,大阪店,家電,キーボード,23062,7,20.0,クレジットカード,佐藤
ORD028293,2024-03-14,福岡店,美容,シャンプー,26278,8,10.0,現金,高橋
ORD028294,2024-05-22,名古屋店,衣類,ズボン,21123,6,20.0,クレジットカード,渡辺
ORD028295,2024-12-04,オンライン,ゲーム,ヘッドセット,11812,4,0.0,クレジットカード,佐藤
ORD028296,2024/12/22,名古屋店,スポーツ,ヨガマット,18543,6,20.0,現金,鈴木
ORD028297,2024-04-05,広島店,ゲーム,ゲームソフト,10379,10,20.0,現金,渡辺
ORD028298,2024-03-29,広島店,美容,日焼け止め,27487,8,0.0,PayPay,高橋
ORD028299,2024-12-03,名古屋店,衣類,ジャケット,20428,3,0.0,現金,佐藤
ORD028300,2024-04-08,名古屋店,ゲーム ,ゲームソフト,3816,1,0.0,現金,鈴木
ORD028301,2024-08-09,広島店,家電,マウス,14642,1,0.0,交通系IC,鈴木
ORD028302,2024-03-14,広島店,本,雑誌,不明,10,10.0,クレジットカード,高橋
ORD028303,2024/07/07,福岡店,ゲーム,ゲームソフト,不明,10,0.0,クレジットカード,鈴木
ORD028304,2024-03-16,オンライン,ゲーム,ヘッドセット,19138,5,0.0,交通系IC,渡辺
ORD028305,2024-07-21,東京店,美容,日焼け止め,4947,2,20.0,現金,山本
ORD028306,2024-02-07,大阪店,スポーツ,ダンベル,10832,7,,PayPay,山本
ORD028307,2024-11-27,広島店,本,漫画,11653,8,0.0,クレジットカード,佐藤
ORD028308,2024-03-19,名古屋店,食品,おにぎり,21395,5,20.0,現金,渡辺
ORD028309,2024-10-16,広島店,本,雑誌,11651,2,10.0,PayPay,高橋
ORD028310,2024年06月18日,広島店,本,雑誌,5085,7,20.0,現金,山本
ORD028311,2024-06-08,広島店,美容,BBクリーム,27938,9,0.0,クレジットカード,佐藤
ORD028312,2024-07-06,広島店,美容,化粧水,15286,3,20.0,クレジットカード,佐藤
ORD028313,2024-09-07,名古屋店,美容,化粧水,29698,4,20.0,現金,佐藤
ORD028314,2024-03-26,大阪店,衣類,靴下,13528,8,0.0,現金,高橋
ORD028315,2024-04-17,オンライン,本,小説,2652,4,,交通系IC,山本
ORD028316,2024年10月29日,福岡店,食品,カップ麺,10549,1,0.0,クレジットカード,山本
ORD028317,2024-01-24,福岡店,スポーツ ,シューズ,11230,8,,現金,高橋
ORD028318,2024-05-07,福岡店,衣類,靴下,不明,10,20.0,現金,伊藤
ORD028319,2024-10-13,オンライン,食品,弁当,15081,7,5.0,クレジットカード,佐藤
ORD028320,2024-08-11,名古屋店,ゲーム,ゲームソフト,10424,3,20.0,交通系IC,田中
ORD028321,2024-11-10,東京店,衣類,Tシャツ,26409,6,20.0,現金,佐藤
ORD028322,2024-09-08,広島店,美容,日焼け止め,5864,10,5.0,PayPay,山本
ORD028323,2024-06-14,福岡店,ゲーム,ヘッドセット,14629,10,0.0,現金,田中
ORD028324,2024-12-04,広島店,家電,キーボード,15131,1,0.0,交通系IC,渡辺
ORD028325,2024-11-29,大阪店,ゲーム,ゲームソフト,18708,3,,現金,佐藤
ORD028326,2024-02-25,福岡店,本,小説,3720,9,0.0,現金,田中
ORD028327,2024/06/20,福岡店,スポーツ,ダンベル,5894,8,20.0,現金,山本
ORD028328,2024-07-22,大阪店,家電,イヤホン,13787,5,5.0,クレジットカード,山本
ORD028329,2024-12-08,大阪店,食品,カップ麺,26083,5,0.0,PayPay,田中
ORD028330,2024-11-15,広島店,スポーツ,プロテイン,19496,,0.0,現金,伊藤
ORD028331,2024-01-21,オンライン,スポーツ,プロテイン,743,6,0.0,PayPay,田中
ORD028332,2024-08-13,広島店,家電,イヤホン,22746,2,10.0,クレジットカード,伊藤
ORD028333,2024-08-19,名古屋店,食品,水,7152,2,0.0,PayPay,渡辺
ORD028334,2024-10-25,大阪店,本,参考書,5404,9,,クレジットカード,伊藤
ORD028335,2024-12-30,広島店,衣類,ジャケット,18287,3,0.0,現金,渡辺
ORD028336,2024-06-27,オンライン,家電,イヤホン,3567,6,0.0,クレジットカード,田中
ORD028337,2024-02-12,大阪店,スポーツ,ダンベル,20988,4,,PayPay,山本
ORD028338,2024-10-28,福岡店,美容,BBクリーム,16194,6,0.0,交通系IC,渡辺
ORD028339,2024-03-27,福岡店,美容,日焼け止め,27272,8,0.0,クレジットカード,渡辺
ORD028340,2024-07-14,オンライン,美容,日焼け止め,4873,2,0.0,交通系IC,渡辺
ORD028341,2024-08-23,福岡店,ゲーム,コントローラー,4655,2,,PayPay,山本
ORD028342,2024年10月28日,東京店,スポーツ,シューズ,"¥15,380",5,0.0,PayPay,佐藤
ORD028343,2024-02-22,福岡店,美容,BBクリーム,8951,10,,PayPay,佐藤
ORD028344,2024-03-07,名古屋店,食品,弁当,27712,8,0.0,現金,山本
ORD028345,2024-07-13,広島店,美容,日焼け止め,8716,8,0.0,交通系IC,鈴木
ORD028346,2024-04-02,名古屋店,スポーツ,ダンベル,27748,1,10.0,現金,佐藤
ORD028347,2024-05-31,大阪店,衣類,靴下,19233,6,0.0,交通系IC,田中
ORD028348,2024-01-01,東京店,衣類,Tシャツ,1677,6,0.0,現金,田中
ORD028349,2024-08-16,名古屋店,食品,パン,12707,5,0.0,交通系IC,渡辺
ORD028350,2024-11-26,東京店,美容,BBクリーム,8159,1,5.0,PayPay,高橋
ORD028351,2024-11-20,福岡店 ,家電,イヤホン,9462,2,0.0,PayPay,伊藤
ORD028352,2024-09-03,大阪店,家電,イヤホン,24154,4,5.0,交通系IC,佐藤
ORD028353,2024-03-05,広島店,衣類,靴下,5347,5,10.0,クレジットカード,山本
ORD028354,2024-09-21,東京店,ゲーム,コントローラー,8028,3,10.0,現金,伊藤
ORD028355,2024-02-25,名古屋店,衣類,ジャケット,21805,4,5.0,現金,高橋
ORD028356,2024-04-19,大阪店,美容,日焼け止め,18619,5,,PayPay,山本
ORD028357,2024-11-10,福岡店,スポーツ,ヨガマット,不明,1,0.0,クレジットカード,伊藤
ORD028358,2024-01-20,福岡店,本,雑誌,26847,10,10.0,クレジットカード,山本
ORD028359,2024年04月25日,東京店,家電,イヤホン,29452,4,10.0,PayPay,佐藤
ORD028360,2024-01-11,名古屋店,家電,キーボード,"¥13,571",1,5.0,PayPay,山本
ORD028361,2024/02/15,福岡店,食品,おにぎり,2702,9,0.0,現金,佐藤
ORD028362,2024-10-19,広島店,スポーツ,プロテイン,13464,9,,クレジットカード,伊藤
ORD028363,2024-09-07,名古屋店,家電,イヤホン,27525,2,,交通系IC,高橋
ORD028364,2024-06-26,名古屋店,食品,パン,20475,7,0.0,交通系IC,山本
ORD028365,2024-10-28,広島店,家電 ,USBメモリ,1998,10,0.0,交通系IC,高橋
ORD028366,2024-06-06,オンライン,食品,カップ麺,8165,6,20.0,現金,鈴木
ORD028367,2024-02-13,東京店,本,小説,22433,5,10.0,現金,山本
ORD028368,2024-03-05,名古屋店 ,ゲーム,ヘッドセット,14397,9,0.0,クレジットカード,高橋
ORD028369,2024-10-27,オンライン,美容 ,シャンプー,25785,7,5.0,交通系IC,佐藤
ORD028370,2024-01-01,オンライン,美容,BBクリーム,12740,4,20.0,現金,伊藤
ORD028371,2024-05-04,名古屋店,食品,おにぎり,2216,3,20.0,現金,渡辺
ORD028372,2024-10-29,オンライン,食品,おにぎり,7590,3,0.0,PayPay,佐藤
ORD028373,2024-07-18,東京店,本,参考書,23515,2,20.0,PayPay,高橋
ORD028374,2024-04-27,オンライン,ゲーム,ヘッドセット,10874,3,10.0,交通系IC,高橋
ORD028375,2024-11-12,広島店,衣類,ジャケット,9311,2,20.0,現金,鈴木
ORD028376,2024-09-03,オンライン,食品,おにぎり,25268,8,0.0,PayPay,高橋
ORD028377,2024-12-26,オンライン,美容,日焼け止め,7142,4,0.0,PayPay,佐藤
ORD028378,2024-03-24,名古屋店,食品,おにぎり,22552,5,0.0,クレジットカード,田中
ORD028379,2024-08-18,東京店,ゲーム,ゲームソフト,24148,9,5.0,交通系IC,佐藤
ORD028380,2024-10-29,福岡店,ゲーム,コントローラー,10313,1,20.0,PayPay,渡辺
ORD028381,2024-09-28,広島店,美容,シャンプー,6877,7,20.0,クレジットカード,田中
ORD028382,2024-05-10,東京店,ゲーム,ヘッドセット,11267,4,0.0,現金,山本
ORD028383,2024-05-29,東京店,食品,おにぎり,"¥7,895",9,0.0,PayPay,渡辺
ORD028384,2024-07-25,福岡店,衣類,Tシャツ,19975,2,0.0,交通系IC,渡辺
ORD028385,2024-06-22,オンライン,美容,BBクリーム,12803,5,0.0,PayPay,渡辺
ORD028386,2024-04-05,福岡店,美容,日焼け止め,9678,,20.0,交通系IC,佐藤
ORD028387,2024-03-17,大阪店,スポーツ,シューズ,24805,1,,現金,渡辺
ORD028388,2024-09-03,オンライン,衣類,Tシャツ,4588,1,0.0,クレジットカード,田中
ORD028389,2024-12-10,オンライン,本,小説,23849,5,0.0,PayPay,山本
ORD028390,2024-08-14,広島店,衣類,Tシャツ,17139,6,20.0,クレジットカード,山本
ORD028391,2024-01-09,名古屋店,食品,弁当,28481,10,5.0,PayPay,山本
ORD028392,2024-09-28,東京店,スポーツ,シューズ,5283,9,20.0,交通系IC,渡辺
ORD028393,2024年05月18日,広島店,美容,BBクリーム,15016,4,,交通系IC,鈴木
ORD028394,2024-07-17,オンライン,スポーツ,プロテイン,14547,7,20.0,交通系IC,山本
ORD028395,2024-12-25,広島店,美容,化粧水,23219,4,,PayPay,渡辺
ORD028396,2024-02-05,福岡店,スポーツ,シューズ,17967,8,10.0,クレジットカード,山本
ORD028397,2024-01-09,福岡店,衣類,靴下,29258,2,0.0,現金,山本
ORD028398,2024-01-09,広島店,衣類,Tシャツ,24128,10,20.0,現金,伊藤
ORD028399,2024-07-25,広島店,美容,シャンプー,10114,8,0.0,PayPay,渡辺
ORD028400,2024-07-25,福岡店,衣類,ジャケット,23668,1,0.0,PayPay,田中
ORD028401,2024/04/28,大阪店,ゲーム,コントローラー,23470,8,10.0,クレジットカード,佐藤
ORD028402,2024-05-17,名古屋店,美容,化粧水,3595,1,10.0,現金,渡辺
ORD028403,2024-05-22,福岡店,食品,弁当,"¥28,141",8,0.0,交通系IC,山本
ORD028404,2024-09-09,広島店,家電,マウス,28421,6,,PayPay,鈴木
ORD028405,2024年02月15日,広島店,衣類,靴下,8116,4,,PayPay,鈴木
ORD028406,2024-12-29,大阪店,ゲーム ,ヘッドセット,1108,4,0.0,交通系IC,高橋
ORD028407,2024-10-09,名古屋店,ゲーム,ゲームソフト,160,3,5.0,現金,渡辺
ORD028408,2024-06-17,東京店,家電,マウス,29782,8,20.0,クレジットカード,佐藤
ORD028409,2024-03-29,東京店,美容,BBクリーム,20421,8,0.0,クレジットカード,鈴木
ORD028410,2024-08-13,福岡店,美容,BBクリーム,13084,1,0.0,クレジットカード,鈴木
ORD028411,2024-03-30,名古屋店,食品,パン,4986,10,10.0,PayPay,伊藤
ORD028412,2024-04-24,名古屋店,ゲーム,ゲームソフト,22050,1,0.0,交通系IC,佐藤
ORD028413,2024年04月03日,大阪店,本,雑誌,1151,1,0.0,現金,伊藤
ORD028414,2024-09-15,東京店,美容,日焼け止め,26771,6,,PayPay,佐藤
ORD028415,2024-09-10,名古屋店,食品,水,14758,4,0.0,現金,田中
ORD028416,2024-06-25,東京店,食品,カップ麺,21836,10,5.0,交通系IC,鈴木
ORD028417,2024-11-13,広島店,衣類,ズボン,"¥19,803",6,,PayPay,田中
ORD028418,2024-05-20,名古屋店,衣類,ズボン,23540,2,0.0,PayPay,鈴木
ORD028419,2024-05-11,広島店,スポーツ,ダンベル,11750,2,,現金,鈴木
ORD028420,2024-08-09,広島店,スポーツ,ヨガマット,16240,10,0.0,クレジットカード,渡辺
ORD028421,2024年01月08日,オンライン,美容,シャンプー,29095,9,0.0,PayPay,渡辺
ORD028422,2024-07-01,東京店,衣類,ジャケット,29980,5,5.0,クレジットカード,田中
ORD028423,2024-05-20,福岡店,スポーツ,プロテイン,1065,1,0.0,現金,田中
ORD028424,2024-07-04,名古屋店,美容,シャンプー,23511,2,0.0,交通系IC,伊藤
ORD028425,2024-06-04,オンライン,家電,モニター,2100,6,0.0,現金,佐藤
ORD028426,2024-05-19,東京店,食品,パン,3988,10,5.0,クレジットカード,高橋
ORD028427,2024-10-04,名古屋店,家電,キーボード,2602,,10.0,PayPay,山本
ORD028428,2024-01-20,広島店,スポーツ,ヨガマット,22553,2,5.0,PayPay,佐藤
ORD028429,2024年08月28日,名古屋店,食品 ,お茶,20189,10,10.0,現金,鈴木
ORD028430,2024-05-10,大阪店,家電,イヤホン,1540,9,0.0,現金,高橋
ORD028431,2024-07-21,福岡店,美容,BBクリーム,12241,6,20.0,クレジットカード,田中
ORD028432,2024-07-24,オンライン,食品,おにぎり,12466,10,,クレジットカード,山本
ORD028433,2024-08-22,福岡店,スポーツ,ヨガマット,9744,10,20.0,PayPay,鈴木
ORD028434,2024-04-16,オンライン,食品,おにぎり,12246,2,0.0,PayPay,山本
ORD028435,2024年01月18日,福岡店,衣類,ジャケット,11580,8,0.0,現金,山本
ORD028436,2024-04-14,東京店,美容,化粧水,14083,8,20.0,交通系IC,伊藤
ORD028437,2024-04-08,福岡店,ゲーム,ヘッドセット,15408,2,0.0,現金,田中
ORD028438,2024年10月26日,大阪店,美容,化粧水,23803,7,0.0,PayPay,佐藤
ORD028439,2024-02-18,広島店,食品,カップ麺,不明,2,0.0,現金,伊藤
